audit,strategy,model,metric,value,ci_low,ci_high,n
benefits_denial,baseline,logistic_regression,auc,0.8072541579827077,,,6513
benefits_denial,baseline,logistic_regression,f1,0.4678217821782178,0.4417544128184813,0.4919128260386996,6513
benefits_denial,baseline,random_forest,accuracy,0.8518347919545525,0.8433901427913404,0.860586519269154,6513
benefits_denial,baseline,random_forest,auc,0.9021683673469387,,,6513
benefits_denial,baseline,random_forest,f1,0.6638801811215604,0.6437155352900008,0.6830115098060487,6513
benefits_denial,baseline,gradient_boosting,accuracy,0.863196683555965,0.8550591125441425,0.871641332719177,6513
benefits_denial,baseline,gradient_boosting,auc,0.9156190673943997,,,6513
benefits_denial,baseline,gradient_boosting,f1,0.6770569046756072,0.6573917961205993,0.6975023000914049,6513
benefits_denial,unawareness,logistic_regression,accuracy,0.7988638108398587,0.7894979272224781,0.8091509289114079,6513
benefits_denial,unawareness,logistic_regression,auc,0.7957519964507543,,,6513
benefits_denial,unawareness,logistic_regression,f1,0.4387317909168809,0.4121532364597094,0.46338408105708473,6513
benefits_denial,unawareness,random_forest,accuracy,0.833256563795486,0.8243512974051896,0.8418547520343928,6513
benefits_denial,unawareness,random_forest,auc,0.8764840541879036,,,6513
benefits_denial,unawareness,random_forest,f1,0.6257753273604412,0.6045825108029577,0.6462267435749198,6513
benefits_denial,unawareness,gradient_boosting,accuracy,0.8592046675879011,0.8512206356517734,0.8676493167511131,6513
benefits_denial,unawareness,gradient_boosting,auc,0.9095159638678525,,,6513
benefits_denial,unawareness,gradient_boosting,f1,0.6629915472252847,0.6425039786333051,0.68355405455775,6513
benefits_denial,unawareness_proxy_removal,logistic_regression,accuracy,0.8109933978197451,0.8020881314294488,0.8203669583909105,6513
benefits_denial,unawareness_proxy_removal,logistic_regression,auc,0.7721351318586079,,,6513
benefits_denial,unawareness_proxy_removal,logistic_regression,f1,0.4329801934592354,0.4062051978275174,0.4588946496370057,6513
benefits_denial,unawareness_proxy_removal,random_forest,accuracy,0.8314140948871488,0.8225088284968525,0.8403193612774451,6513
benefits_denial,unawareness_proxy_removal,random_forest,auc,0.8115333721961993,,,6513
benefits_denial,unawareness_proxy_removal,random_forest,f1,0.49771271729185734,0.4709100128122673,0.5230927157095381,6513
benefits_denial,unawareness_proxy_removal,gradient_boosting,accuracy,0.831874712114233,0.8231229847996315,0.8412405957316137,6513
benefits_denial,unawareness_proxy_removal,gradient_boosting,auc,0.8085474660035905,,,6513
benefits_denial,unawareness_proxy_removal,gradient_boosting,f1,0.4997715851987209,0.473096411553503,0.5247808389967241,6513
benefits_denial,in_processing,logistic_regression,accuracy,0.7842775986488562,0.7742975587286964,0.7941040994933211,6513
benefits_denial,in_processing,logistic_regression,auc,0.6486214430160335,,,6513
benefits_denial,in_processing,logistic_regression,f1,0.2798564838544336,0.2521720862257947,0.30579021906857384,6513
benefits_denial,in_processing,random_forest,accuracy,0.8137571011822509,0.8043912175648703,0.8234300629510211,6513
benefits_denial,in_processing,random_forest,auc,0.6410110062730855,,,6513
benefits_denial,in_processing,random_forest,f1,0.43972286374133945,0.41414518721701404,0.46539896359027655,6513
benefits_denial,in_processing,gradient_boosting,accuracy,0.8014739751266697,0.7919545524335944,0.8116113925994165,6513
benefits_denial,in_processing,gradient_boosting,auc,0.6347301180330576,,,6513
benefits_denial,in_processing,gradient_boosting,f1,0.37141468157510943,0.34516081221283534,0.3984674329501916,6513
benefits_denial,post_processing,logistic_regression,accuracy,0.8017810532780593,0.7922616305849839,0.8113004759711346,6513
benefits_denial,post_processing,logistic_regression,auc,,,,6513
benefits_denial,post_processing,logistic_regression,f1,0.39981403998140397,0.3732419225033456,0.4272036246528098,6513
benefits_denial,post_processing,random_forest,accuracy,0.8186703516044833,0.8096115461384923,0.8278826961461692,6513
benefits_denial,post_processing,random_forest,auc,,,,6513
benefits_denial,post_processing,random_forest,f1,0.4867448935245546,0.4609236036851118,0.5119894842700359,6513
benefits_denial,post_processing,gradient_boosting,accuracy,0.8180561953017043,0.8094580070627975,0.8277291570704745,6513
benefits_denial,post_processing,gradient_boosting,auc,,,,6513
benefits_denial,post_processing,gradient_boosting,f1,0.4749667700487373,0.4485574512816366,0.5010647570599213,6513
compas,baseline,logistic_regression,accuracy,0.6533497234173326,0.6364474492931776,0.6699446834665027,3254
compas,baseline,logistic_regression,auc,0.6775374489720393,,,3254
compas,baseline,logistic_regression,f1,0.6340038935756004,0.6143628075167907,0.6534722137439994,3254
compas,baseline,random_forest,accuracy,0.6561155500921942,0.6398279041180086,0.6724108789182545,3254
compas,baseline,random_forest,auc,0.689737852451145,,,3254
compas,baseline,random_forest,f1,0.6358607224210869,0.6160449257078777,0.6559346986748515,3254
compas,baseline,gradient_boosting,accuracy,0.6582667486170867,0.6416641057160418,0.6742470805162877,3254
compas,baseline,gradient_boosting,auc,0.6904106339328585,,,3254
compas,baseline,gradient_boosting,f1,0.6351706036745407,0.6154877417139574,0.654536855228137,3254
compas,unawareness,logistic_regression,accuracy,0.5712968653964352,0.5547019053472649,0.5882068223724646,3254
compas,unawareness,logistic_regression,auc,0.6043188965244999,,,3254
compas,unawareness,logistic_regression,f1,0.5679777020749457,0.5468825497711619,0.5890689555973282,3254
compas,unawareness,random_forest,accuracy,0.5900430239704979,0.5737553779963123,0.6069452980946527,3254
compas,unawareness,random_forest,auc,0.6265075903795094,,,3254
compas,unawareness,random_forest,f1,0.6110787172011662,0.5915636567692062,0.6302309895701614,3254
compas,unawareness,gradient_boosting,accuracy,0.5900430239704979,0.5740550092194223,0.6072526121696373,3254
compas,unawareness,gradient_boosting,auc,0.62753621538117,,,3254
compas,unawareness,gradient_boosting,f1,0.6090269636576787,0.5888270869164802,0.6283594481986754,3254
compas,unawareness_proxy_removal,logistic_regression,accuracy,0.5719114935464045,0.5553165334972342,0.5888137676705593,3254
compas,unawareness_proxy_removal,logistic_regression,auc,0.5909346253774314,,,3254
compas,unawareness_proxy_removal,logistic_regression,f1,0.6569810391529181,0.6397992449228871,0.6744458935127607,3254
compas,unawareness_proxy_removal,random_forest,accuracy,0.5786724031960664,0.5623847572218807,0.5952673632452367,3254
compas,unawareness_proxy_removal,random_forest,auc,0.6029027342067157,,,3254
compas,unawareness_proxy_removal,random_forest,f1,0.6592095451155854,0.642583317889706,0.6760020189380902,3254
compas,unawareness_proxy_removal,gradient_boosting,accuracy,0.5786724031960664,0.5623847572218807,0.5952673632452367,3254
compas,unawareness_proxy_removal,gradient_boosting,auc,0.6034413389585077,,,3254
compas,unawareness_proxy_removal,gradient_boosting,f1,0.6592095451155854,0.642583317889706,0.6760020189380902,3254
compas,in_processing,logistic_regression,accuracy,0.5393362015980332,0.521819299323909,0.5559311616472035,3254
compas,in_processing,logistic_regression,auc,0.5891950724687189,,,3254
compas,in_processing,logistic_regression,f1,0.27197668771248174,0.24757718855665478,0.2981205415303882,3254
compas,in_processing,random_forest,accuracy,0.5396435156730178,0.5221266133988937,0.5565534726490473,3254
compas,in_processing,random_forest,auc,0.5781288134563888,,,3254
compas,in_processing,random_forest,f1,0.20572640509013787,0.18093686388243715,0.23041278822152653,3254
compas,in_processing,gradient_boosting,accuracy,0.5396435156730178,0.5221266133988937,0.5565534726490473,3254
compas,in_processing,gradient_boosting,auc,0.5781288134563888,,,3254
compas,in_processing,gradient_boosting,f1,0.20572640509013787,0.18093686388243715,0.23041278822152653,3254
compas,post_processing,logistic_regression,accuracy,0.5565457897971727,0.5399508297480025,0.5734480639213276,3254
compas,post_processing,logistic_regression,auc,,,,3254
compas,post_processing,logistic_regression,f1,0.6086248982912937,0.5903684722025466,0.627305624771375,3254
compas,post_processing,random_forest,accuracy,0.5626920712968654,0.5460971112476951,0.5799016594960049,3254
compas,post_processing,random_forest,auc,,,,3254
compas,post_processing,random_forest,f1,0.610670314637483,0.5926717210634345,0.6298008792773103,3254
compas,post_processing,gradient_boosting,accuracy,0.5626920712968654,0.5460971112476951,0.5799093423478795,3254
compas,post_processing,gradient_boosting,auc,,,,3254
compas,post_processing,gradient_boosting,f1,0.6104571584998632,0.5924460713032143,0.6293934410825033,3254
german_credit_lending,baseline,logistic_regression,accuracy,0.68,0.6148750000000002,0.745,200
german_credit_lending,baseline,logistic_regression,auc,0.7326190476190475,,,200
german_credit_lending,baseline,logistic_regression,f1,0.7837837837837838,0.7285714285714286,0.8317588325652842,200
german_credit_lending,baseline,random_forest,accuracy,0.75,0.69,0.805,200
german_credit_lending,baseline,random_forest,auc,0.7945833333333334,,,200
german_credit_lending,baseline,random_forest,f1,0.8366013071895425,0.7891156462585034,0.8774274446354535,200
german_credit_lending,baseline,gradient_boosting,accuracy,0.77,0.71,0.825,200
german_credit_lending,baseline,gradient_boosting,auc,0.7736904761904762,,,200
german_credit_lending,baseline,gradient_boosting,f1,0.8456375838926175,0.7973421926910299,0.8861538461538462,200
german_credit_lending,unawareness,logistic_regression,accuracy,0.68,0.61,0.745,200
german_credit_lending,unawareness,logistic_regression,auc,0.7455952380952381,,,200
german_credit_lending,unawareness,logistic_regression,f1,0.7837837837837838,0.7272727272727273,0.832259066319375,200
german_credit_lending,unawareness,random_forest,accuracy,0.75,0.685,0.805,200
german_credit_lending,unawareness,random_forest,auc,0.7894047619047619,,,200
german_credit_lending,unawareness,random_forest,f1,0.8376623376623377,0.7903780068728522,0.877303582030477,200
german_credit_lending,unawareness,gradient_boosting,accuracy,0.765,0.705,0.825,200
german_credit_lending,unawareness,gradient_boosting,auc,0.7722619047619047,,,200
german_credit_lending,unawareness,gradient_boosting,f1,0.8395904436860069,0.7918053185437997,0.8827217267434657,200
german_credit_lending,unawareness_proxy_removal,logistic_regression,accuracy,0.705,0.635,0.765,200
german_credit_lending,unawareness_proxy_removal,logistic_regression,auc,0.7473809523809524,,,200
german_credit_lending,unawareness_proxy_removal,logistic_regression,f1,0.7986348122866893,0.7430555555555556,0.8469055374592834,200
german_credit_lending,unawareness_proxy_removal,random_forest,accuracy,0.75,0.685,0.805,200
german_credit_lending,unawareness_proxy_removal,random_forest,auc,0.7901785714285714,,,200
german_credit_lending,unawareness_proxy_removal,random_forest,f1,0.8322147651006712,0.782305275051197,0.8721311475409836,200
german_credit_lending,unawareness_proxy_removal,gradient_boosting,accuracy,0.76,0.7,0.815,200
german_credit_lending,unawareness_proxy_removal,gradient_boosting,auc,0.7666666666666668,,,200
german_credit_lending,unawareness_proxy_removal,gradient_boosting,f1,0.8378378378378378,0.7903780068728523,0.8810344654340837,200
german_credit_lending,in_processing,logistic_regression,accuracy,0.7,0.63,0.76,200
german_credit_lending,in_processing,logistic_regression,auc,0.6042261904761905,,,200
german_credit_lending,in_processing,logistic_regression,f1,0.8051948051948051,0.7499999999999999,0.8518518518518517,200
german_credit_lending,in_processing,random_forest,accuracy,0.725,0.655,0.78,200
german_credit_lending,in_processing,random_forest,auc,0.6478571428571428,,,200
german_credit_lending,in_processing,random_forest,f1,0.8172757475083056,0.7635069477604814,0.8598726114649682,200
german_credit_lending,in_processing,gradient_boosting,accuracy,0.755,0.695,0.81,200
german_credit_lending,in_processing,gradient_boosting,auc,0.7070238095238095,,,200
german_credit_lending,in_processing,gradient_boosting,f1,0.8350168350168351,0.7876712328767124,0.8775594396174311,200
german_credit_lending,post_processing,logistic_regression,accuracy,0.715,0.645,0.775,200
german_credit_lending,post_processing,logistic_regression,auc,,,,200
german_credit_lending,post_processing,logistic_regression,f1,0.8,0.7436823104693141,0.8479059256779375,200
german_credit_lending,post_processing,random_forest,accuracy,0.7,0.635,0.765,200
german_credit_lending,post_processing,random_forest,auc,,,,200
german_credit_lending,post_processing,random_forest,f1,0.7972972972972971,0.7445130913529808,0.8454258675078864,200
german_credit_lending,post_processing,gradient_boosting,accuracy,0.745,0.68,0.805,200
german_credit_lending,post_processing,gradient_boosting,auc,,,,200
german_credit_lending,post_processing,gradient_boosting,f1,0.8247422680412371,0.7750641812702311,0.8686868686868687,200
healthcare_readmission,baseline,logistic_regression,accuracy,0.887481783004171,0.8830581938790893,0.8918036082215187,19899
healthcare_readmission,baseline,logistic_regression,auc,0.6187493237440771,,,19899
healthcare_readmission,baseline,logistic_regression,f1,0.038643194504079006,0.02809700651576465,0.04987046027837294,19899
healthcare_readmission,baseline,random_forest,accuracy,0.8879340670385446,0.8835619880396,0.8924066536006835,19899
healthcare_readmission,baseline,random_forest,auc,0.6456590768051884,,,19899
healthcare_readmission,baseline,random_forest,f1,0.02107111501316945,0.013834597476495307,0.029760574739226598,19899
healthcare_readmission,baseline,gradient_boosting,accuracy,0.8879843208201417,0.88356073169506,0.8922558922558923,19899
healthcare_readmission,baseline,gradient_boosting,auc,0.6711202548373045,,,19899
healthcare_readmission,baseline,gradient_boosting,f1,0.023653088042049936,0.015461300200832606,0.0330279018655978,19899
healthcare_readmission,unawareness,logistic_regression,accuracy,0.8876827981305593,0.8832102115684205,0.892004623347907,19899
healthcare_readmission,unawareness,logistic_regression,auc,0.6218564140482841,,,19899
healthcare_readmission,unawareness,logistic_regression,f1,0.02529437418229394,0.01668734670238516,0.03490439484346898,19899
healthcare_readmission,unawareness,random_forest,accuracy,0.8880848283833358,0.8837114930398512,0.8924569073822806,19899
healthcare_readmission,unawareness,random_forest,auc,0.6418599312125779,,,19899
healthcare_readmission,unawareness,random_forest,f1,0.02367382726874178,0.015355265900837148,0.03220475669764898,19899
healthcare_readmission,unawareness,gradient_boosting,accuracy,0.8879340670385446,0.8835104779134629,0.8922056384742952,19899
healthcare_readmission,unawareness,gradient_boosting,auc,0.6685026661270979,,,19899
healthcare_readmission,unawareness,gradient_boosting,f1,0.024496937882764656,0.01591476788107713,0.03391378135997275,19899
healthcare_readmission,unawareness_proxy_removal,logistic_regression,accuracy,0.887481783004171,0.8831084476606864,0.8918036082215187,19899
healthcare_readmission,unawareness_proxy_removal,logistic_regression,auc,0.5750128029341461,,,19899
healthcare_readmission,unawareness_proxy_removal,logistic_regression,f1,0.00267260579064588,0.0,0.00612216125575983,19899
healthcare_readmission,unawareness_proxy_removal,random_forest,accuracy,0.887481783004171,0.8831587014422835,0.8917533544399217,19899
healthcare_readmission,unawareness_proxy_removal,random_forest,auc,0.5709647064726212,,,19899
healthcare_readmission,unawareness_proxy_removal,random_forest,f1,0.0017833259028087382,0.0,0.004494533723035224,19899
healthcare_readmission,unawareness_proxy_removal,gradient_boosting,accuracy,0.8875822905673652,0.8832102115684205,0.8919041157847128,19899
healthcare_readmission,unawareness_proxy_removal,gradient_boosting,auc,0.6028171776479648,,,19899
healthcare_readmission,unawareness_proxy_removal,gradient_boosting,f1,0.00178491744756805,0.0,0.004502476361999099,19899
healthcare_readmission,in_processing,logistic_regression,accuracy,0.887481783004171,0.8831084476606864,0.8918036082215187,19899
healthcare_readmission,in_processing,logistic_regression,auc,0.5004450049045183,,,19899
healthcare_readmission,in_processing,logistic_regression,f1,0.00267260579064588,0.0,0.00612216125575983,19899
healthcare_readmission,in_processing,random_forest,accuracy,0.887431529222574,0.8830091964420322,0.8916025930951305,19899
healthcare_readmission,in_processing,random_forest,auc,0.5008077188072759,,,19899
healthcare_readmission,in_processing,random_forest,f1,0.0044444444444444444,0.0008928571428571429,0.008752926923478743,19899
healthcare_readmission,in_processing,gradient_boosting,accuracy,0.8875822905673652,0.8832102115684205,0.8919041157847128,19899
healthcare_readmission,in_processing,gradient_boosting,auc,0.5003061047886901,,,19899
healthcare_readmission,in_processing,gradient_boosting,f1,0.00178491744756805,0.0,0.004502476361999099,19899
healthcare_readmission,post_processing,logistic_regression,accuracy,0.8872305140961857,0.8828571787527011,0.8915523393135334,19899
healthcare_readmission,post_processing,logistic_regression,auc,,,,19899
healthcare_readmission,post_processing,logistic_regression,f1,0.0044365572315882874,0.0008996749968446295,0.00879140217459619,19899
healthcare_readmission,post_processing,random_forest,accuracy,0.8875320367857681,0.8831587014422835,0.8918036082215187,19899
healthcare_readmission,post_processing,random_forest,auc,,,,19899
healthcare_readmission,post_processing,random_forest,f1,0.005333333333333334,0.0017528100062777147,0.00973085511483155,19899
healthcare_readmission,post_processing,gradient_boosting,accuracy,0.8872807678777828,0.8829086888788381,0.8915535956580734,19899
healthcare_readmission,post_processing,gradient_boosting,auc,,,,19899
healthcare_readmission,post_processing,gradient_boosting,f1,0.006202924235711122,0.0018009500366902203,0.011030037014805918,19899
insurance_denial,baseline,logistic_regression,accuracy,0.7677902621722846,0.7153558052434457,0.8164794007490637,267
insurance_denial,baseline,logistic_regression,auc,0.7808326787117046,,,267
insurance_denial,baseline,logistic_regression,f1,0.7256637168141593,0.6571245421245423,0.7854401287060445,267
insurance_denial,baseline,random_forest,accuracy,0.7677902621722846,0.7153558052434457,0.8202247191011236,267
insurance_denial,baseline,random_forest,auc,0.8193524856918415,,,267
insurance_denial,baseline,random_forest,f1,0.735042735042735,0.6666666666666667,0.7984584980237153,267
insurance_denial,baseline,gradient_boosting,accuracy,0.7677902621722846,0.7190074906367042,0.8164794007490637,267
insurance_denial,baseline,gradient_boosting,auc,0.8339131410616093,,,267
insurance_denial,baseline,gradient_boosting,f1,0.7304347826086957,0.663551401869159,0.7913089731729881,267
insurance_denial,unawareness,logistic_regression,accuracy,0.7715355805243446,0.7191011235955056,0.8202247191011236,267
insurance_denial,unawareness,logistic_regression,auc,0.7811693412636068,,,267
insurance_denial,unawareness,logistic_regression,f1,0.7312775330396476,0.6605504587155964,0.7929589769326566,267
insurance_denial,unawareness,random_forest,accuracy,0.7677902621722846,0.7191011235955056,0.8164794007490637,267
insurance_denial,unawareness,random_forest,auc,0.8142183817753338,,,267
insurance_denial,unawareness,random_forest,f1,0.735042735042735,0.6697653372619173,0.7944017059135616,267
insurance_denial,unawareness,gradient_boosting,accuracy,0.7790262172284644,0.7265917602996255,0.8277153558052435,267
insurance_denial,unawareness,gradient_boosting,auc,0.8367467175401191,,,267
insurance_denial,unawareness,gradient_boosting,f1,0.7445887445887446,0.679245283018868,0.8033472803347279,267
insurance_denial,unawareness_proxy_removal,logistic_regression,accuracy,0.6441947565543071,0.5842696629213483,0.704119850187266,267
insurance_denial,unawareness_proxy_removal,logistic_regression,auc,0.6874088205588598,,,267
insurance_denial,unawareness_proxy_removal,logistic_regression,f1,0.6184738955823292,0.5446212557603687,0.6891214667685254,267
insurance_denial,unawareness_proxy_removal,random_forest,accuracy,0.6816479400749064,0.6254681647940075,0.7379213483146062,267
insurance_denial,unawareness_proxy_removal,random_forest,auc,0.7300246885871393,,,267
insurance_denial,unawareness_proxy_removal,random_forest,f1,0.6443514644351463,0.5688868501529053,0.7142857142857143,267
insurance_denial,unawareness_proxy_removal,gradient_boosting,accuracy,0.7228464419475655,0.6704119850187266,0.7790262172284644,267
insurance_denial,unawareness_proxy_removal,gradient_boosting,auc,0.7543485579620695,,,267
insurance_denial,unawareness_proxy_removal,gradient_boosting,f1,0.6696428571428571,0.5961538461538461,0.7395106060045163,267
insurance_denial,in_processing,logistic_regression,accuracy,0.5617977528089888,0.50187265917603,0.6254681647940075,267
insurance_denial,in_processing,logistic_regression,auc,0.5334418134889463,,,267
insurance_denial,in_processing,logistic_regression,f1,0.5375494071146245,0.4576271186440678,0.6083992094861659,267
insurance_denial,in_processing,random_forest,accuracy,0.6704119850187266,0.6142322097378277,0.7303370786516854,267
insurance_denial,in_processing,random_forest,auc,0.6708281898776792,,,267
insurance_denial,in_processing,random_forest,f1,0.6302521008403361,0.5569620253164558,0.701212508456739,267
insurance_denial,in_processing,gradient_boosting,accuracy,0.7153558052434457,0.6629213483146067,0.7715355805243446,267
insurance_denial,in_processing,gradient_boosting,auc,0.7159129166199079,,,267
insurance_denial,in_processing,gradient_boosting,f1,0.6666666666666666,0.594871794871795,0.7376441438633672,267
insurance_denial,post_processing,logistic_regression,accuracy,0.6853932584269663,0.6254681647940075,0.7415730337078652,267
insurance_denial,post_processing,logistic_regression,auc,,,,267
insurance_denial,post_processing,logistic_regression,f1,0.6181818181818182,0.5377285761782064,0.6913736521331457,267
insurance_denial,post_processing,random_forest,accuracy,0.6853932584269663,0.6292134831460674,0.7453183520599251,267
insurance_denial,post_processing,random_forest,auc,,,,267
insurance_denial,post_processing,random_forest,f1,0.58,0.49723756906077354,0.6579448303499864,267
insurance_denial,post_processing,gradient_boosting,accuracy,0.7153558052434457,0.6629213483146067,0.7715355805243446,267
insurance_denial,post_processing,gradient_boosting,auc,,,,267
insurance_denial,post_processing,gradient_boosting,f1,0.6806722689075629,0.6101618910085886,0.7490047531880202,267
tenant_screening,baseline,logistic_regression,accuracy,0.6856976969227792,0.6735049351654732,0.6988581381846333,5167
tenant_screening,baseline,logistic_regression,auc,0.7345509053526865,,,5167
tenant_screening,baseline,logistic_regression,f1,0.7432816945937402,0.7316382051275155,0.7552497335675009,5167
tenant_screening,baseline,random_forest,accuracy,0.6855041610218695,0.6723437197600155,0.6976969227791755,5167
tenant_screening,baseline,random_forest,auc,0.7402088800893,,,5167
tenant_screening,baseline,random_forest,f1,0.7401247401247403,0.7278226682496933,0.7516979290119318,5167
tenant_screening,baseline,gradient_boosting,accuracy,0.7015676407973679,0.6893748790400619,0.7139587768531063,5167
tenant_screening,baseline,gradient_boosting,auc,0.7589825528131352,,,5167
tenant_screening,baseline,gradient_boosting,f1,0.7563981042654029,0.7449844565461767,0.7682251910366473,5167
tenant_screening,unawareness,logistic_regression,accuracy,0.6895684149409715,0.6769837429843236,0.702535320301916,5167
tenant_screening,unawareness,logistic_regression,auc,0.7324537563765391,,,5167
tenant_screening,unawareness,logistic_regression,f1,0.7462025316455696,0.7341958054808997,0.7583230180489919,5167
tenant_screening,unawareness,random_forest,accuracy,0.6946003483646216,0.6822140507064061,0.7075672537255661,5167
tenant_screening,unawareness,random_forest,auc,0.7402163995024296,,,5167
tenant_screening,unawareness,random_forest,f1,0.7479233226837061,0.7357755690107567,0.7601726195855214,5167
tenant_screening,unawareness,gradient_boosting,accuracy,0.6998258176891814,0.6876330559318754,0.7122121153473969,5167
tenant_screening,unawareness,gradient_boosting,auc,0.7585661461288986,,,5167
tenant_screening,unawareness,gradient_boosting,f1,0.7555555555555556,0.743576283282718,0.767299070201998,5167
tenant_screening,unawareness_proxy_removal,logistic_regression,accuracy,0.6388620089026514,0.6262821753435263,0.6514418424617766,5167
tenant_screening,unawareness_proxy_removal,logistic_regression,auc,0.6731099341268718,,,5167
tenant_screening,unawareness_proxy_removal,logistic_regression,f1,0.7118591723285979,0.6994534660605516,0.7238305482193244,5167
tenant_screening,unawareness_proxy_removal,random_forest,accuracy,0.6373137216953745,0.6237662086317012,0.6497000193535901,5167
tenant_screening,unawareness_proxy_removal,random_forest,auc,0.6692893049699022,,,5167
tenant_screening,unawareness_proxy_removal,random_forest,f1,0.6987138263665595,0.6847726830103921,0.7109363998596491,5167
tenant_screening,unawareness_proxy_removal,gradient_boosting,accuracy,0.6711825043545577,0.6578285271917941,0.6837671763112058,5167
tenant_screening,unawareness_proxy_removal,gradient_boosting,auc,0.7148860287155645,,,5167
tenant_screening,unawareness_proxy_removal,gradient_boosting,f1,0.7347384855581576,0.7217299212449708,0.746580548594665,5167
