audit,strategy,model,protected_attribute,metric,value,ci_low,ci_high,p_value,significant,n_disadvantaged,n_advantaged,small_sample_warning,note
benefits_denial,unawareness_proxy_removal,logistic_regression,national_origin,disparate_impact_ratio,1.0583205871290757,0.8240212778719894,1.330076876881477,0.673,False,688,5825,False,
benefits_denial,unawareness_proxy_removal,logistic_regression,national_origin,equal_opportunity_diff,0.06066686936252158,-0.016504256612952222,0.1406108746326135,0.148,False,138,1430,False,
benefits_denial,unawareness_proxy_removal,logistic_regression,national_origin,equalized_odds_diff,0.06066686936252158,-0.016504256612952222,0.1406108746326135,0.148,False,138,1430,False,driven_by_tpr_gap
benefits_denial,unawareness_proxy_removal,logistic_regression,national_origin,predictive_parity_diff,-0.05410447761194026,-0.17164179104477606,0.05970149253731338,0.3555,False,67,536,False,
benefits_denial,unawareness_proxy_removal,logistic_regression,national_origin,accuracy_equality_diff,0.037438117576604424,0.0079819842299631,0.06625782887513719,0.0195,True,688,5825,False,
benefits_denial,unawareness_proxy_removal,logistic_regression,age,demographic_parity_diff,0.027999656086507937,0.005892828338471767,0.050679062706386134,0.006,True,944,5569,False,
benefits_denial,unawareness_proxy_removal,logistic_regression,age,disparate_impact_ratio,1.31628463155507,1.0630530888599947,1.5898166553405404,0.013,True,944,5569,False,
benefits_denial,unawareness_proxy_removal,logistic_regression,age,equal_opportunity_diff,0.013354037267080732,-0.04674689440993788,0.07268633540372661,0.6625,False,280,1288,False,
benefits_denial,unawareness_proxy_removal,logistic_regression,age,equalized_odds_diff,0.013354037267080732,-0.04674689440993788,0.07268633540372661,0.6625,False,280,1288,False,driven_by_tpr_gap
benefits_denial,unawareness_proxy_removal,logistic_regression,age,predictive_parity_diff,0.014032823160612162,-0.07499539000553201,0.09585284897658114,0.802,False,110,493,False,
benefits_denial,unawareness_proxy_removal,logistic_regression,age,accuracy_equality_diff,-0.046554625940816385,-0.07636153506395874,-0.017735445687537862,0.0015,True,944,5569,False,
benefits_denial,unawareness_proxy_removal,logistic_regression,race,demographic_parity_diff,-0.04195655907234431,-0.059864107101523935,-0.02341438374063872,0.0,True,690,5823,False,
benefits_denial,unawareness_proxy_removal,logistic_regression,race,disparate_impact_ratio,0.56759199014793,0.39901551013152853,0.7535106809780264,0.0,True,690,5823,False,
benefits_denial,unawareness_proxy_removal,logistic_regression,race,equal_opportunity_diff,0.031152545711190638,-0.07105792272592978,0.13738182385188588,0.632,False,82,1486,False,
benefits_denial,unawareness_proxy_removal,logistic_regression,race,equalized_odds_diff,0.031152545711190638,-0.07105792272592978,0.13738182385188588,0.632,False,82,1486,False,driven_by_tpr_gap
benefits_denial,unawareness_proxy_removal,logistic_regression,race,predictive_parity_diff,-0.0735444806707033,-0.22790521658127608,0.07419655333022823,0.325,False,38,565,False,
benefits_denial,unawareness_proxy_removal,logistic_regression,race,accuracy_equality_diff,0.1044165192004719,0.07916679733291514,0.12833419199725224,0.0,True,690,5823,False,
benefits_denial,unawareness_proxy_removal,logistic_regression,sex_x_national_origin,intersectional_demographic_parity_diff,-0.060946800341993915,-0.08795255651340475,-0.030795762107292485,0.002,True,235,3907,False,superadditive
benefits_denial,unawareness_proxy_removal,logistic_regression,sex_x_age,intersectional_demographic_parity_diff,-0.03628545757925811,-0.06559010396611475,-0.0058599666281607295,0.065,False,294,3710,False,
benefits_denial,unawareness_proxy_removal,logistic_regression,sex_x_race,intersectional_demographic_parity_diff,-0.06347659710165468,-0.08746918145956607,-0.03752255105174269,0.001,True,338,4008,False,
benefits_denial,unawareness_proxy_removal,logistic_regression,national_origin_x_age,intersectional_demographic_parity_diff,0.02589235075650853,-0.03475960043176786,0.10020805128158215,0.4435,False,88,4969,False,
benefits_denial,unawareness_proxy_removal,logistic_regression,national_origin_x_race,intersectional_demographic_parity_diff,0.00297219558964526,-0.059748322147650954,0.07241520853307763,1.0,False,80,5215,False,
benefits_denial,unawareness_proxy_removal,logistic_regression,age_x_race,intersectional_demographic_parity_diff,-0.027881722796977038,-0.0804351016215423,0.031738847310881176,0.4485,False,77,4956,False,
benefits_denial,unawareness_proxy_removal,random_forest,sex,demographic_parity_diff,-0.0633407832893722,-0.07673011202631702,-0.048987858844283846,0.0,True,2153,4360,False,
benefits_denial,unawareness_proxy_removal,random_forest,sex,disparate_impact_ratio,0.4531417211097687,0.36592826029001435,0.5491325134883338,0.0,True,2153,4360,False,
benefits_denial,unawareness_proxy_removal,random_forest,sex,equal_opportunity_diff,0.016983635559486954,-0.046708314904909315,0.08288367978770456,0.641,False,238,1330,False,
benefits_denial,unawareness_proxy_removal,random_forest,sex,equalized_odds_diff,0.016983635559486954,-0.046708314904909315,0.08288367978770456,0.641,False,238,1330,False,driven_by_tpr_gap
benefits_denial,unawareness_proxy_removal,random_forest,sex,predictive_parity_diff,-0.14586874616665213,-0.22959782703934117,-0.06607990887584352,0.0,True,113,505,False,
benefits_denial,unawareness_proxy_removal,random_forest,sex,accuracy_equality_diff,0.12764001159039873,0.1103786374463625,0.14379355188194834,0.0,True,2153,4360,False,
benefits_denial,unawareness_proxy_removal,random_forest,national_origin,demographic_parity_diff,-0.0004588781315500584,-0.022448934524403625,0.023763792544166044,1.0,False,688,5825,False,
benefits_denial,unawareness_proxy_removal,random_forest,national_origin,disparate_impact_ratio,0.9951664792748266,0.7725192806703693,1.2627496557916267,1.0,False,688,5825,False,
benefits_denial,unawareness_proxy_removal,random_forest,national_origin,equal_opportunity_diff,0.04864700516874432,-0.03317219012871187,0.1316114320462146,0.263,False,138,1430,False,
benefits_denial,unawareness_proxy_removal,random_forest,national_origin,equalized_odds_diff,0.04864700516874432,-0.03317219012871187,0.1316114320462146,0.263,False,138,1430,False,driven_by_tpr_gap
benefits_denial,unawareness_proxy_removal,random_forest,national_origin,predictive_parity_diff,-0.05530671859785774,-0.1494449853943524,0.035214911670607814,0.2145,False,65,553,False,
benefits_denial,unawareness_proxy_removal,random_forest,national_origin,accuracy_equality_diff,0.0341074458528795,0.005538358369098783,0.06217212920451149,0.028,True,688,5825,False,
benefits_denial,unawareness_proxy_removal,random_forest,age,demographic_parity_diff,0.029022836768917523,0.006596605071658798,0.05206586342830008,0.006,True,944,5569,False,
benefits_denial,unawareness_proxy_removal,random_forest,age,disparate_impact_ratio,1.320052268504987,1.0715837788900546,1.5927032571705604,0.0125,True,944,5569,False,
benefits_denial,unawareness_proxy_removal,random_forest,age,equal_opportunity_diff,-0.013664596273291973,-0.07486413043478256,0.05388975155279497,0.678,False,280,1288,False,
benefits_denial,unawareness_proxy_removal,random_forest,age,equalized_odds_diff,0.01576699228589199,0.002314645758929206,0.028983752107237637,0.002,True,664,4281,False,driven_by_fpr_gap
benefits_denial,unawareness_proxy_removal,random_forest,age,predictive_parity_diff,-0.059230701831245125,-0.13887978620870942,0.014740208534127679,0.1015,False,113,505,False,
benefits_denial,unawareness_proxy_removal,random_forest,age,accuracy_equality_diff,-0.05680906866400259,-0.08627648685520026,-0.02991222311920401,0.0,True,944,5569,False,
benefits_denial,unawareness_proxy_removal,random_forest,race,demographic_parity_diff,-0.05101658341359974,-0.06858066587520255,-0.03321825370158815,0.0,True,690,5823,False,
benefits_denial,unawareness_proxy_removal,random_forest,race,disparate_impact_ratio,0.491324309591017,0.33647774695679084,0.6581784900304273,0.0,True,690,5823,False,
benefits_denial,unawareness_proxy_removal,random_forest,race,equal_opportunity_diff,0.007090568886846338,-0.0979548961034698,0.11149263040409661,0.8995,False,82,1486,False,
benefits_denial,unawareness_proxy_removal,random_forest,race,equalized_odds_diff,-0.007685930730677281,-0.015156456682402338,0.0009681838039877176,0.15,False,608,4337,False,driven_by_fpr_gap
benefits_denial,unawareness_proxy_removal,random_forest,race,predictive_parity_diff,-0.028908138597904975,-0.1742546333601933,0.07816277195809829,0.7915,False,34,584,False,
benefits_denial,unawareness_proxy_removal,random_forest,race,accuracy_equality_diff,0.09454412412546942,0.07049412375213733,0.11762403960307317,0.0,True,690,5823,False,
benefits_denial,unawareness_proxy_removal,random_forest,sex_x_national_origin,intersectional_demographic_parity_diff,-0.07262469435655589,-0.09783800489029511,-0.04248405752903954,0.0,True,235,3907,False,superadditive
benefits_denial,unawareness_proxy_removal,random_forest,sex_x_age,intersectional_demographic_parity_diff,-0.04615582081889359,-0.07481709664998076,-0.014899242715954313,0.017,True,294,3710,False,
benefits_denial,unawareness_proxy_removal,random_forest,sex_x_race,intersectional_demographic_parity_diff,-0.08229694457239367,-0.10297422905667955,-0.057552314011031225,0.0,True,338,4008,False,
benefits_denial,unawareness_proxy_removal,random_forest,national_origin_x_age,intersectional_demographic_parity_diff,0.03423727108070035,-0.028429501545948505,0.10927391875080035,0.349,False,88,4969,False,superadditive
benefits_denial,unawareness_proxy_removal,random_forest,national_origin_x_race,intersectional_demographic_parity_diff,-0.0010546500479386295,-0.06163710450623202,0.06935282837967395,1.0,False,80,5215,False,
benefits_denial,unawareness_proxy_removal,random_forest,age_x_race,intersectional_demographic_parity_diff,-0.01832489544353952,-0.07128686990975126,0.047634180790960365,0.7095,False,77,4956,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,sex,demographic_parity_diff,-0.0654165086480567,-0.07906264514630748,-0.05163131133430205,0.0,True,2153,4360,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,sex,disparate_impact_ratio,0.4407577658639483,0.35419996972374207,0.5360679056015577,0.0,True,2153,4360,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,sex,equal_opportunity_diff,0.004820875718708539,-0.056575630252100856,0.07015258735072968,0.9415,False,238,1330,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,sex,equalized_odds_diff,0.004820875718708539,-0.056575630252100856,0.07015258735072968,0.9415,False,238,1330,False,driven_by_tpr_gap
benefits_denial,unawareness_proxy_removal,gradient_boosting,sex,predictive_parity_diff,-0.15108638049814516,-0.23253974562798083,-0.06881955484896668,0.0,True,111,510,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,sex,accuracy_equality_diff,0.12556428623171423,0.10863379506726258,0.1417222847786532,0.0,True,2153,4360,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,national_origin,demographic_parity_diff,-0.0025990617826130297,-0.02501974997504741,0.02093176714242939,0.839,False,688,5825,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,national_origin,disparate_impact_ratio,0.972819790737878,0.7503457038295862,1.2300825948902174,0.839,False,688,5825,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,national_origin,equal_opportunity_diff,0.062440458092632045,-0.021272929968582155,0.14590529036181213,0.159,False,138,1430,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,national_origin,equalized_odds_diff,0.062440458092632045,-0.021272929968582155,0.14590529036181213,0.159,False,138,1430,False,driven_by_tpr_gap
benefits_denial,unawareness_proxy_removal,gradient_boosting,national_origin,predictive_parity_diff,-0.0065080789946140305,-0.09364129824955106,0.07270113330341106,1.0,False,64,557,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,national_origin,accuracy_equality_diff,0.04171823535282959,0.013754316798083699,0.06929027971853476,0.0035,True,688,5825,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,age,demographic_parity_diff,0.0297230278996016,0.007907537488092378,0.052348674259140325,0.004,True,944,5569,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,age,disparate_impact_ratio,1.3264807183466683,1.081549300228025,1.5920851918714423,0.0115,True,944,5569,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,age,equal_opportunity_diff,0.0013975155279503104,-0.060252329192546604,0.06677406832298133,1.0,False,280,1288,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,age,equalized_odds_diff,0.01054814914880264,-0.001736861601979038,0.02316923615977575,0.0395,True,664,4281,False,driven_by_fpr_gap
benefits_denial,unawareness_proxy_removal,gradient_boosting,age,predictive_parity_diff,-0.025952455102252636,-0.10029715561092077,0.041373403924011114,0.496,False,114,507,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,age,accuracy_equality_diff,-0.048675552620286,-0.07756614057540077,-0.021850086244677634,0.0005,True,944,5569,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,race,demographic_parity_diff,-0.05153178176496502,-0.06879693718313433,-0.03377558258480239,0.0,True,690,5823,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,race,disparate_impact_ratio,0.48881330736408846,0.3353336877974644,0.6526188144221939,0.0,True,690,5823,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,race,equal_opportunity_diff,0.017939795817877413,-0.0897490398187965,0.12769999671732918,0.8025,False,82,1486,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,race,equalized_odds_diff,0.017939795817877413,-0.0897490398187965,0.12769999671732918,0.8025,False,82,1486,False,driven_by_tpr_gap
benefits_denial,unawareness_proxy_removal,gradient_boosting,race,predictive_parity_diff,0.001603367070848738,-0.1160436917526807,0.09880749574105618,1.0,False,34,587,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,race,accuracy_equality_diff,0.0972709420663187,0.07438282597495689,0.1207217256904777,0.0,True,690,5823,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,sex_x_national_origin,intersectional_demographic_parity_diff,-0.07416039950116812,-0.09953220896481492,-0.04401736653796516,0.0,True,235,3907,False,superadditive
benefits_denial,unawareness_proxy_removal,gradient_boosting,sex_x_age,intersectional_demographic_parity_diff,-0.05036580670003851,-0.07849217045308689,-0.02055801565909384,0.0085,True,294,3710,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,sex_x_race,intersectional_demographic_parity_diff,-0.08083537067876082,-0.10198069098489411,-0.056591513718125916,0.0,True,338,4008,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,national_origin_x_age,intersectional_demographic_parity_diff,0.03363352787281143,-0.029728407032693593,0.1082576176841874,0.3385,False,88,4969,False,superadditive
benefits_denial,unawareness_proxy_removal,gradient_boosting,national_origin_x_race,intersectional_demographic_parity_diff,0.01048657718120806,-0.05278044103547459,0.08453739213806323,0.857,False,80,5215,False,
benefits_denial,unawareness_proxy_removal,gradient_boosting,age_x_race,intersectional_demographic_parity_diff,-0.03151368405605694,-0.08165079976520653,0.03000632841734527,0.44,False,77,4956,False,
benefits_denial,in_processing,logistic_regression,sex,demographic_parity_diff,-0.021930568398266556,-0.03322144905551034,-0.010533714957153889,0.0,True,2153,4360,False,
benefits_denial,in_processing,logistic_regression,sex,disparate_impact_ratio,0.6680005878506764,0.5242756955520755,0.8329607095166601,0.0,True,2153,4360,False,
benefits_denial,in_processing,logistic_regression,sex,equal_opportunity_diff,0.04241486068111455,-0.011502653693056142,0.0985913312693498,0.114,False,238,1330,False,
benefits_denial,in_processing,logistic_regression,sex,equalized_odds_diff,0.04241486068111455,-0.011502653693056142,0.0985913312693498,0.114,False,238,1330,False,driven_by_tpr_gap
benefits_denial,in_processing,logistic_regression,sex,predictive_parity_diff,-0.2479897660818714,-0.35661549707602336,-0.13969298245614037,0.0,True,95,288,False,
benefits_denial,in_processing,logistic_regression,sex,accuracy_equality_diff,0.16058625259399084,0.14170772487291042,0.1794965447189115,0.0,True,2153,4360,False,
benefits_denial,in_processing,logistic_regression,national_origin,demographic_parity_diff,0.0025057390957181347,-0.015052082293642082,0.022433420251522097,0.791,False,688,5825,False,
benefits_denial,in_processing,logistic_regression,national_origin,disparate_impact_ratio,1.042802583306482,0.7525745084645898,1.4022682951924972,0.791,False,688,5825,False,
benefits_denial,in_processing,logistic_regression,national_origin,equal_opportunity_diff,0.03951555690686123,-0.02799381777642647,0.11338907469342242,0.29,False,138,1430,False,
benefits_denial,in_processing,logistic_regression,national_origin,equalized_odds_diff,0.03951555690686123,-0.02799381777642647,0.11338907469342242,0.29,False,138,1430,False,driven_by_tpr_gap
benefits_denial,in_processing,logistic_regression,national_origin,predictive_parity_diff,-0.025066331517944462,-0.16792347437508726,0.12107247591118553,0.8645,False,42,341,False,
benefits_denial,in_processing,logistic_regression,national_origin,accuracy_equality_diff,0.04293192933426493,0.013255564427587574,0.07357515096316992,0.0125,True,688,5825,False,
benefits_denial,in_processing,logistic_regression,age,demographic_parity_diff,0.039009643273447754,0.020622160050643545,0.05879660522383289,0.0,True,944,5569,False,
benefits_denial,in_processing,logistic_regression,age,disparate_impact_ratio,1.7339210006208718,1.374602430832357,2.1595800186148173,0.0005,True,944,5569,False,
benefits_denial,in_processing,logistic_regression,age,equal_opportunity_diff,0.022826086956521746,-0.02702251552795031,0.07455357142857133,0.376,False,280,1288,False,
benefits_denial,in_processing,logistic_regression,age,equalized_odds_diff,0.03171234341711626,0.015113001058192138,0.04874578904264571,0.0,True,664,4281,False,driven_by_fpr_gap
benefits_denial,in_processing,logistic_regression,age,predictive_parity_diff,-0.1191752096924511,-0.2367971419695557,-0.004232680956818946,0.0355,True,87,296,False,
benefits_denial,in_processing,logistic_regression,age,accuracy_equality_diff,-0.0685823992379121,-0.09952651976285183,-0.03860769913504236,0.0,True,944,5569,False,
benefits_denial,in_processing,logistic_regression,race,demographic_parity_diff,-0.009038371077212552,-0.025840949308962212,0.008449252962390519,0.345,False,690,5823,False,
benefits_denial,in_processing,logistic_regression,race,disparate_impact_ratio,0.8487656490086699,0.5811251099945928,1.1461098211804115,0.345,False,690,5823,False,
benefits_denial,in_processing,logistic_regression,race,equal_opportunity_diff,0.08651478843186816,-0.004154630207136526,0.18862431474247449,0.043,True,82,1486,False,
benefits_denial,in_processing,logistic_regression,race,equalized_odds_diff,0.08651478843186816,-0.004154630207136526,0.18862431474247449,0.043,True,82,1486,False,driven_by_tpr_gap
benefits_denial,in_processing,logistic_regression,race,predictive_parity_diff,-0.12413793103448278,-0.298444170771757,0.03612479474548447,0.168,False,35,348,False,
benefits_denial,in_processing,logistic_regression,race,accuracy_equality_diff,0.11970895026469242,0.0932324216562507,0.1469913162944545,0.0,True,690,5823,False,
benefits_denial,in_processing,logistic_regression,sex_x_national_origin,intersectional_demographic_parity_diff,-0.03096896459709523,-0.05352531462895294,-0.004569349067957702,0.071,False,235,3907,False,superadditive
benefits_denial,in_processing,logistic_regression,sex_x_age,intersectional_demographic_parity_diff,0.008458477730714932,-0.020100115517905276,0.041126941342574753,0.6065,False,294,3710,False,
benefits_denial,in_processing,logistic_regression,sex_x_race,intersectional_demographic_parity_diff,-0.011651253705606539,-0.03642865895428078,0.016474742822048204,0.401,False,338,4008,False,
benefits_denial,in_processing,logistic_regression,national_origin_x_age,intersectional_demographic_parity_diff,0.038182184086792664,-0.017232294773047437,0.10476408276770517,0.1525,False,88,4969,False,
benefits_denial,in_processing,logistic_regression,national_origin_x_race,intersectional_demographic_parity_diff,0.015172579098753594,-0.037320230105465,0.07843959731543626,0.64,False,80,5215,False,superadditive
benefits_denial,in_processing,logistic_regression,age_x_race,intersectional_demographic_parity_diff,0.062403697996918334,-0.004554167583828588,0.13266655660723453,0.025,True,77,4956,False,superadditive
benefits_denial,in_processing,random_forest,sex,demographic_parity_diff,-0.032158882208311854,-0.045984060005880435,-0.01764563101624787,0.0,True,2153,4360,False,
benefits_denial,in_processing,random_forest,sex,disparate_impact_ratio,0.6856247628874308,0.5721004227391419,0.8130914507390051,0.0,True,2153,4360,False,
benefits_denial,in_processing,random_forest,sex,equal_opportunity_diff,0.07801857585139321,0.011053737284387438,0.14481092436974785,0.0175,True,238,1330,False,
benefits_denial,in_processing,random_forest,sex,equalized_odds_diff,0.07801857585139321,0.011053737284387438,0.14481092436974785,0.0175,True,238,1330,False,driven_by_tpr_gap
benefits_denial,in_processing,random_forest,sex,predictive_parity_diff,-0.28717369999703024,-0.37316247438600664,-0.2059758560270841,0.0,True,151,446,False,
benefits_denial,in_processing,random_forest,sex,accuracy_equality_diff,0.13042607498817516,0.11194499780549434,0.14806562850215405,0.0,True,2153,4360,False,
benefits_denial,in_processing,random_forest,national_origin,demographic_parity_diff,-0.0049795388761353365,-0.026866254117177357,0.018118655803972435,0.6905,False,688,5825,False,
benefits_denial,in_processing,random_forest,national_origin,disparate_impact_ratio,0.9459860347818605,0.7221314308757663,1.204594239877013,0.6905,False,688,5825,False,
benefits_denial,in_processing,random_forest,national_origin,equal_opportunity_diff,0.016742677612242796,-0.06253116448768618,0.09595723117462242,0.689,False,138,1430,False,
benefits_denial,in_processing,random_forest,national_origin,equalized_odds_diff,0.016742677612242796,-0.06253116448768618,0.09595723117462242,0.689,False,138,1430,False,driven_by_tpr_gap
benefits_denial,in_processing,random_forest,national_origin,predictive_parity_diff,-0.07113594040968352,-0.19352653631284913,0.0400837988826813,0.2345,False,60,537,False,
benefits_denial,in_processing,random_forest,national_origin,accuracy_equality_diff,0.029472502245733168,0.000919789899191581,0.05957346042519207,0.0665,False,688,5825,False,
benefits_denial,in_processing,random_forest,age,demographic_parity_diff,0.02783816131064519,0.007367514365236135,0.0494036106351443,0.0045,True,944,5569,False,
benefits_denial,in_processing,random_forest,age,disparate_impact_ratio,1.317682276980292,1.0825276968917403,1.5858468698088586,0.016,True,944,5569,False,
benefits_denial,in_processing,random_forest,age,equal_opportunity_diff,-0.026086956521739146,-0.08338509316770187,0.03307841614906832,0.446,False,280,1288,False,
benefits_denial,in_processing,random_forest,age,equalized_odds_diff,-0.026086956521739146,-0.08338509316770187,0.03307841614906832,0.446,False,280,1288,False,driven_by_tpr_gap
benefits_denial,in_processing,random_forest,age,predictive_parity_diff,-0.08875394796209957,-0.18254859753346367,-0.0029680215069935946,0.042,True,109,488,False,
benefits_denial,in_processing,random_forest,age,accuracy_equality_diff,-0.0683701163523256,-0.09913084329566513,-0.0387436762145777,0.0,True,944,5569,False,
benefits_denial,in_processing,random_forest,race,demographic_parity_diff,-0.02147406461632656,-0.041785871618544156,-0.0005504222386488505,0.065,False,690,5823,False,
benefits_denial,in_processing,random_forest,race,disparate_impact_ratio,0.7714037529343274,0.5645430919761529,0.9938190351222896,0.046,True,690,5823,False,
benefits_denial,in_processing,random_forest,race,equal_opportunity_diff,0.05285099957325279,-0.05490307914519252,0.1645438728949874,0.3325,False,82,1486,False,
benefits_denial,in_processing,random_forest,race,equalized_odds_diff,0.05285099957325279,-0.05490307914519252,0.1645438728949874,0.3325,False,82,1486,False,driven_by_tpr_gap
benefits_denial,in_processing,random_forest,race,predictive_parity_diff,-0.23718464351005486,-0.37013436928702004,-0.10083820840950643,0.0,True,50,547,False,
benefits_denial,in_processing,random_forest,race,accuracy_equality_diff,0.08835726392342214,0.06254937317533911,0.11429443959112666,0.0,True,690,5823,False,
benefits_denial,in_processing,random_forest,sex_x_national_origin,intersectional_demographic_parity_diff,-0.034807138306040986,-0.06603502170136524,0.004421088172347487,0.084,False,235,3907,False,
benefits_denial,in_processing,random_forest,sex_x_age,intersectional_demographic_parity_diff,0.0031189834424335816,-0.030232961108971893,0.041010460788088815,0.9185,False,294,3710,False,
benefits_denial,in_processing,random_forest,sex_x_race,intersectional_demographic_parity_diff,-0.033784502001913325,-0.061945044821599404,-0.0019469566783592949,0.0415,True,338,4008,False,
benefits_denial,in_processing,random_forest,national_origin_x_age,intersectional_demographic_parity_diff,0.036652243912255994,-0.029828173310891156,0.11241692813626279,0.251,False,88,4969,False,superadditive
benefits_denial,in_processing,random_forest,national_origin_x_race,intersectional_demographic_parity_diff,0.0296979865771812,-0.03664189837008627,0.10854266538830293,0.4375,False,80,5215,False,superadditive
benefits_denial,in_processing,random_forest,age_x_race,intersectional_demographic_parity_diff,0.0011189375596155349,-0.05588359380732261,0.06928745689338907,1.0,False,77,4956,False,
benefits_denial,in_processing,gradient_boosting,sex,demographic_parity_diff,-0.012245021881138754,-0.02544497330373237,0.0015078251170758004,0.0815,False,2153,4360,False,
benefits_denial,in_processing,gradient_boosting,sex,disparate_impact_ratio,0.8452532733158359,0.6959427781074169,1.0192619689247184,0.074,False,2153,4360,False,
benefits_denial,in_processing,gradient_boosting,sex,equal_opportunity_diff,0.12392746572313135,0.05908115877930123,0.18951791242812915,0.0,True,238,1330,False,
benefits_denial,in_processing,gradient_boosting,sex,equalized_odds_diff,0.12392746572313135,0.05908115877930123,0.18951791242812915,0.0,True,238,1330,False,driven_by_tpr_gap
benefits_denial,in_processing,gradient_boosting,sex,predictive_parity_diff,-0.29027777777777786,-0.374759963768116,-0.20276570048309192,0.0,True,144,345,False,
benefits_denial,in_processing,gradient_boosting,sex,accuracy_equality_diff,0.14669322089510262,0.12850981348832655,0.16484268803504384,0.0,True,2153,4360,False,
benefits_denial,in_processing,gradient_boosting,national_origin,demographic_parity_diff,-0.005940712645972651,-0.025202365505539483,0.01620724997504739,0.5865,False,688,5825,False,
benefits_denial,in_processing,gradient_boosting,national_origin,disparate_impact_ratio,0.9215324397069116,0.6751105419653335,1.2226319143116693,0.5865,False,688,5825,False,
benefits_denial,in_processing,gradient_boosting,national_origin,equal_opportunity_diff,0.003020168237559545,-0.06735532583358668,0.07802776933211716,1.0,False,138,1430,False,
benefits_denial,in_processing,gradient_boosting,national_origin,equalized_odds_diff,0.0042941358982314624,-0.00866273658082532,0.018610094115213565,0.535,False,550,4395,False,driven_by_fpr_gap
benefits_denial,in_processing,gradient_boosting,national_origin,predictive_parity_diff,-0.08078231292517002,-0.2225056689342404,0.04917800453514731,0.285,False,48,441,False,
benefits_denial,in_processing,gradient_boosting,national_origin,accuracy_equality_diff,0.030205110290448145,0.0006786418305220324,0.059961859966064485,0.0605,False,688,5825,False,
benefits_denial,in_processing,gradient_boosting,age,demographic_parity_diff,0.012542380490061497,-0.005861366340912624,0.03200680465561477,0.184,False,944,5569,False,
benefits_denial,in_processing,gradient_boosting,age,disparate_impact_ratio,1.1711950087356588,0.9226504303488412,1.4568136897299833,0.203,False,944,5569,False,
benefits_denial,in_processing,gradient_boosting,age,equal_opportunity_diff,-0.013975155279503104,-0.06585403726708074,0.04115295031055897,0.643,False,280,1288,False,
benefits_denial,in_processing,gradient_boosting,age,equalized_odds_diff,-0.013975155279503104,-0.06585403726708074,0.04115295031055897,0.643,False,280,1288,False,driven_by_tpr_gap
benefits_denial,in_processing,gradient_boosting,age,predictive_parity_diff,0.02550835148874364,-0.07561728395061729,0.1167392883079158,0.67,False,81,408,False,
benefits_denial,in_processing,gradient_boosting,age,accuracy_equality_diff,-0.054004880223756824,-0.08470940736553136,-0.024952374258531668,0.0,True,944,5569,False,
benefits_denial,in_processing,gradient_boosting,race,demographic_parity_diff,-0.015894989136034758,-0.034304836891188614,0.0032160510419699966,0.144,False,690,5823,False,
benefits_denial,in_processing,gradient_boosting,race,disparate_impact_ratio,0.792941127437773,0.5626145368619626,1.0428763105832608,0.111,False,690,5823,False,
benefits_denial,in_processing,gradient_boosting,race,equal_opportunity_diff,0.09037192659948134,-0.009800823950365998,0.1966012047401766,0.062,False,82,1486,False,
benefits_denial,in_processing,gradient_boosting,race,equalized_odds_diff,0.09037192659948134,-0.009800823950365998,0.1966012047401766,0.062,False,82,1486,False,driven_by_tpr_gap
benefits_denial,in_processing,gradient_boosting,race,predictive_parity_diff,-0.1513263023330137,-0.30536912751677847,-0.008469159475870902,0.031,True,42,447,False,
benefits_denial,in_processing,gradient_boosting,race,accuracy_equality_diff,0.10857991921092514,0.0831560565672856,0.1345385241433894,0.0,True,690,5823,False,
benefits_denial,in_processing,gradient_boosting,sex_x_national_origin,intersectional_demographic_parity_diff,-0.024025616868795244,-0.0519301417532089,0.009088978320417801,0.1935,False,235,3907,False,superadditive
benefits_denial,in_processing,gradient_boosting,sex_x_age,intersectional_demographic_parity_diff,0.0008728019509690738,-0.029207097933513025,0.03468200487742265,1.0,False,294,3710,False,
benefits_denial,in_processing,gradient_boosting,sex_x_race,intersectional_demographic_parity_diff,-0.015999066954847707,-0.042662603786509816,0.013879674083785043,0.343,False,338,4008,False,
