audit,strategy,protected_attribute,metric,mean_value,n_models_significant,n_models
healthcare_readmission,in_processing,gender_x_age,intersectional_demographic_parity_diff,-0.0005555980601275101,0,3
healthcare_readmission,in_processing,gender_x_race,intersectional_demographic_parity_diff,-0.00046461206767248344,0,3
healthcare_readmission,in_processing,race,accuracy_equality_diff,0.012326899565463623,3,3
healthcare_readmission,in_processing,race,demographic_parity_diff,-0.0005477243376765948,0,3
healthcare_readmission,in_processing,race,disparate_impact_ratio,0.16243442728658888,0,3
healthcare_readmission,in_processing,race,equal_opportunity_diff,-0.0018864365214110543,0,3
healthcare_readmission,in_processing,race,equalized_odds_diff,-0.0018864365214110543,0,3
healthcare_readmission,in_processing,race,predictive_parity_diff,-0.35714285714285715,0,3
healthcare_readmission,in_processing,race_x_age,intersectional_demographic_parity_diff,-0.001163843269106427,0,3
healthcare_readmission,post_processing,age,accuracy_equality_diff,-0.021229565473300755,3,3
healthcare_readmission,post_processing,age,demographic_parity_diff,-0.0011976332525361784,3,3
healthcare_readmission,post_processing,age,disparate_impact_ratio,0.22658387833647273,3,3
healthcare_readmission,post_processing,age,equal_opportunity_diff,-0.004182669599023688,1,3
healthcare_readmission,post_processing,age,equalized_odds_diff,-0.004182669599023688,1,3
healthcare_readmission,post_processing,age,predictive_parity_diff,0.06486729644624382,0,3
healthcare_readmission,post_processing,gender,accuracy_equality_diff,-0.009297176351609279,3,3
healthcare_readmission,post_processing,gender,demographic_parity_diff,-0.00010840422862933446,0,3
healthcare_readmission,post_processing,gender,disparate_impact_ratio,0.9902437948202395,0,3
healthcare_readmission,post_processing,gender,equal_opportunity_diff,-0.0006137295190097848,0,3
healthcare_readmission,post_processing,gender,equalized_odds_diff,-0.0006137295190097848,0,3
healthcare_readmission,post_processing,gender,predictive_parity_diff,-0.015873015873015872,0,3
healthcare_readmission,post_processing,gender_x_age,intersectional_demographic_parity_diff,-0.0012325240643703708,2,3
healthcare_readmission,post_processing,gender_x_race,intersectional_demographic_parity_diff,-0.0007570963112632318,0,3
healthcare_readmission,post_processing,race,accuracy_equality_diff,0.012236909043719582,3,3
healthcare_readmission,post_processing,race,demographic_parity_diff,-0.000614782284355385,0,3
healthcare_readmission,post_processing,race,disparate_impact_ratio,0.4932178898124055,0,3
healthcare_readmission,post_processing,race,equal_opportunity_diff,-0.0024931662120233466,0,3
healthcare_readmission,post_processing,race,equalized_odds_diff,-0.0024931662120233466,0,3
healthcare_readmission,post_processing,race,predictive_parity_diff,-0.22079772079772084,0,3
healthcare_readmission,post_processing,race_x_age,intersectional_demographic_parity_diff,-0.0018535281693176431,0,3
healthcare_readmission,unawareness,age,accuracy_equality_diff,-0.02196932779491782,3,3
healthcare_readmission,unawareness,age,demographic_parity_diff,-0.003146488765471724,3,3
healthcare_readmission,unawareness,age,disparate_impact_ratio,0.24017512208395067,3,3
healthcare_readmission,unawareness,age,equal_opportunity_diff,-0.017927558812780117,3,3
healthcare_readmission,unawareness,age,equalized_odds_diff,-0.017927558812780117,3,3
healthcare_readmission,unawareness,age,predictive_parity_diff,-0.06429681429681434,0,3
healthcare_readmission,unawareness,gender,accuracy_equality_diff,-0.00914092114466769,2,3
healthcare_readmission,unawareness,gender,demographic_parity_diff,0.0013032537846187596,1,3
healthcare_readmission,unawareness,gender,disparate_impact_ratio,1.7385809336951044,1,3
healthcare_readmission,unawareness,gender,equal_opportunity_diff,0.005599334747509024,1,3
healthcare_readmission,unawareness,gender,equalized_odds_diff,0.005866128176039708,1,3
healthcare_readmission,unawareness,gender,predictive_parity_diff,0.025918890156932457,0,3
healthcare_readmission,unawareness,gender_x_age,intersectional_demographic_parity_diff,-0.001757880573728521,1,3
healthcare_readmission,unawareness,gender_x_race,intersectional_demographic_parity_diff,0.001255940405791043,0,3
healthcare_readmission,unawareness,race,accuracy_equality_diff,0.01266198377557115,3,3
healthcare_readmission,unawareness,race,demographic_parity_diff,8.97849984576674e-05,0,3
healthcare_readmission,unawareness,race,disparate_impact_ratio,1.049540017937554,0,3
healthcare_readmission,unawareness,race,equal_opportunity_diff,0.0040071628035112765,0,3
healthcare_readmission,unawareness,race,equalized_odds_diff,0.003965604747943233,0,3
healthcare_readmission,unawareness,race,predictive_parity_diff,0.08552808127276211,0,3
healthcare_readmission,unawareness,race_x_age,intersectional_demographic_parity_diff,-0.0029526979175468634,1,3
healthcare_readmission,unawareness_proxy_removal,age,accuracy_equality_diff,-0.021265253346697932,3,3
healthcare_readmission,unawareness_proxy_removal,age,demographic_parity_diff,-0.0006236985894082645,1,3
healthcare_readmission,unawareness_proxy_removal,age,disparate_impact_ratio,0.21258403660286138,1,3
healthcare_readmission,unawareness_proxy_removal,age,equal_opportunity_diff,-0.001493963234398343,0,3
healthcare_readmission,unawareness_proxy_removal,age,equalized_odds_diff,-0.0015876223496184498,0,3
healthcare_readmission,unawareness_proxy_removal,age,predictive_parity_diff,0.024999999999999994,0,3
healthcare_readmission,unawareness_proxy_removal,gender,accuracy_equality_diff,-0.009388606987351592,3,3
healthcare_readmission,unawareness_proxy_removal,gender,demographic_parity_diff,0.00010335445782428379,1,3
healthcare_readmission,unawareness_proxy_removal,gender,disparate_impact_ratio,344.54588751857403,1,3
